Clean Feature Name,Center Latitude,Center Longitude,Coordinate System,Distance from the South Pole (km)
﻿Coriolis,0.56,171.8,"Planetographic, +East, -180 - 180",2746.082614410978
﻿Couder,-4.9,-92.58,"Planetographic, +East, -180 - 180",2580.5171210951207
﻿Coulomb,54.46,-115.0,"Planetographic, +East, -180 - 180",4380.511202272634
﻿Courtney,25.14,-30.81,"Planetographic, +East, -180 - 180",3491.4305678365718
﻿Cremona,67.24,-90.86,"Planetographic, +East, -180 - 180",4768.0436206932645
﻿Crile,14.21,45.98,"Planetographic, +East, -180 - 180",3159.9963477006177
﻿Crocco,-46.98,150.51,"Planetographic, +East, -180 - 180",1304.510535246911
﻿Crommelin,-67.46,-147.95,"Planetographic, +East, -180 - 180",683.48831856033
﻿Crookes,-10.4,-165.1,"Planetographic, +East, -180 - 180",2413.7386937622987
﻿Crozier,-13.56,50.72,"Planetographic, +East, -180 - 180",2317.916906421987
﻿Cruger,-16.68,-66.96,"Planetographic, +East, -180 - 180",2223.30805309864
﻿Ctesibius,0.83,118.75,"Planetographic, +East, -180 - 180",2754.269919025498
﻿Curie,-23.05,92.28,"Planetographic, +East, -180 - 180",2030.1483108968077
﻿Curtis,14.57,56.79,"Planetographic, +East, -180 - 180",3170.9127538533116
﻿Curtius,-67.08,4.4,"Planetographic, +East, -180 - 180",695.0111917215061
﻿Cusanus,71.82,69.4,"Planetographic, +East, -180 - 180",4906.92456563587
﻿Cuvier,-50.29,9.69,"Planetographic, +East, -180 - 180",1204.140245342976
﻿Cyrano,-20.37,157.37,"Planetographic, +East, -180 - 180",2111.414890033528
﻿Cyrillus,-13.29,24.07,"Planetographic, +East, -180 - 180",2326.104211036507
﻿Cysatus,-66.21,-6.34,"Planetographic, +East, -180 - 180",721.3925065905164
﻿Daedalus,-5.83,179.4,"Planetographic, +East, -180 - 180",2552.316405200662
﻿Dag,18.71,5.26,"Planetographic, +East, -180 - 180",3296.45142460929
﻿Daguerre,-11.91,33.61,"Planetographic, +East, -180 - 180",2367.950434621833
﻿Dale,-9.56,82.93,"Planetographic, +East, -180 - 180",2439.2103081185846
﻿d Alembert,51.07,164.89,"Planetographic, +East, -180 - 180",4277.715044334768
﻿Dalton,17.07,-84.45,"Planetographic, +East, -180 - 180",3246.721129913685
﻿Daly,5.74,59.5,"Planetographic, +East, -180 - 180",2903.157569608071
﻿Damoiseau,-4.85,-61.25,"Planetographic, +East, -180 - 180",2582.0332886163283
﻿Daniell,35.42,31.16,"Planetographic, +East, -180 - 180",3803.1546101968283
﻿Danjon,-11.42,123.9,"Planetographic, +East, -180 - 180",2382.808876329667
﻿Dante,25.36,180.0,"Planetographic, +East, -180 - 180",3498.1017049298844
﻿Darney,-14.61,-23.57,"Planetographic, +East, -180 - 180",2286.077388476629
﻿D Arrest,2.26,14.6,"Planetographic, +East, -180 - 180",2797.6323101320313
﻿D Arsonval,-10.31,124.59,"Planetographic, +East, -180 - 180",2416.4677953004725
﻿Darwin,-19.93,-69.21,"Planetographic, +East, -180 - 180",2124.757164220154
﻿Das,-26.49,-137.05,"Planetographic, +East, -180 - 180",1925.8359854377334
﻿Daubree,15.73,14.75,"Planetographic, +East, -180 - 180",3206.087840345325
﻿da Vinci,9.1,44.95,"Planetographic, +East, -180 - 180",3005.0440270332138
﻿Davisson,-37.93,-174.97,"Planetographic, +East, -180 - 180",1578.9368565854638
﻿Davy,-11.85,-8.15,"Planetographic, +East, -180 - 180",2369.769835647282
﻿Dawes,17.21,26.34,"Planetographic, +East, -180 - 180",3250.966398973066
﻿Dawson,-66.99,-135.05,"Planetographic, +East, -180 - 180",697.74029325968
﻿D  Brown,-41.65,-147.16,"Planetographic, +East, -180 - 180",1466.1339930076276
﻿Debes,29.47,51.62,"Planetographic, +East, -180 - 180",3622.7306751731385
﻿Debus,-10.68,99.68,"Planetographic, +East, -180 - 180",2405.248155643537
﻿Debye,49.43,-176.03,"Planetographic, +East, -180 - 180",4227.984749639162
﻿Dechen,46.12,-68.18,"Planetographic, +East, -180 - 180",4127.614459735228
﻿De Forest,-76.94,-163.33,"Planetographic, +East, -180 - 180",396.0229565393925
﻿de Gasparis,-25.83,-50.83,"Planetographic, +East, -180 - 180",1945.8493967176723
﻿de Gerlache,-88.48,-88.34,"Planetographic, +East, -180 - 180",46.09149264470715
﻿Delambre,-1.94,17.39,"Planetographic, +East, -180 - 180",2670.274238350604
﻿De La Rue,59.02,52.84,"Planetographic, +East, -180 - 180",4518.785680206755
﻿Delaunay,-22.26,2.62,"Planetographic, +East, -180 - 180",2054.1037577318857
﻿Delia,-10.91,-6.13,"Planetographic, +East, -180 - 180",2398.2737850459825
﻿Delisle,29.98,-34.68,"Planetographic, +East, -180 - 180",3638.1955838894555
﻿Dellinger,-6.87,140.7,"Planetographic, +East, -180 - 180",2520.780120759546
﻿Delmotte,27.16,60.2,"Planetographic, +East, -180 - 180",3552.683735693353
﻿Delporte,-15.89,121.55,"Planetographic, +East, -180 - 180",2247.263499933718
﻿Deluc,-55.02,-2.98,"Planetographic, +East, -180 - 180",1060.7107978367487
﻿Dembowski,2.88,7.27,"Planetographic, +East, -180 - 180",2816.4327873950037
﻿Democritus,62.31,34.99,"Planetographic, +East, -180 - 180",4618.549503102207
﻿Demonax,-78.09,59.36,"Planetographic, +East, -180 - 180",361.1511035516203
﻿De Moraes,49.38,143.0,"Planetographic, +East, -180 - 180",4226.4685821179555
﻿De Morgan,3.31,14.89,"Planetographic, +East, -180 - 180",2829.471828077388
﻿Denning,-16.26,142.76,"Planetographic, +East, -180 - 180",2236.0438602767827
﻿De Roy,-55.24,-98.99,"Planetographic, +East, -180 - 180",1054.0396607434361
﻿Desargues,70.25,-73.42,"Planetographic, +East, -180 - 180",4859.316905469956
﻿Descartes,-11.74,15.67,"Planetographic, +East, -180 - 180",2373.1054041939387
﻿Deseilligny,21.13,20.59,"Planetographic, +East, -180 - 180",3369.8339326357313
﻿De Sitter,79.81,38.57,"Planetographic, +East, -180 - 180",5149.208135524822
﻿Deslandres,-32.55,-5.57,"Planetographic, +East, -180 - 180",1742.0764818673879
﻿Deutsch,24.35,110.91,"Planetographic, +East, -180 - 180",3467.475121001494
﻿De Vico,-19.71,-60.32,"Planetographic, +East, -180 - 180",2131.4283013134673
﻿De Vries,-19.68,-176.78,"Planetographic, +East, -180 - 180",2132.338001826192
﻿Dewar,-2.61,165.62,"Planetographic, +East, -180 - 180",2649.957593566423
﻿Diana,14.29,35.65,"Planetographic, +East, -180 - 180",3162.4222157345494
﻿Diderot,-20.42,121.54,"Planetographic, +East, -180 - 180",2109.898722512322
﻿Dionysius,2.77,17.29,"Planetographic, +East, -180 - 180",2813.097218848348
﻿Diophantus,27.62,-34.3,"Planetographic, +East, -180 - 180",3566.6324768884624
﻿Dirichlet,10.58,-152.05,"Planetographic, +East, -180 - 180",3049.9225856609555
﻿Dobrovol skiy,-12.83,129.68,"Planetographic, +East, -180 - 180",2340.052952231616
﻿Doerfel,-68.97,-108.53,"Planetographic, +East, -180 - 180",637.7000594198638
﻿Dollond,-10.48,14.41,"Planetographic, +East, -180 - 180",2411.312825728367
﻿Donati,-20.69,5.1,"Planetographic, +East, -180 - 180",2101.7114178978004
﻿Donna,7.22,38.3,"Planetographic, +East, -180 - 180",2948.036128235813
﻿Donner,-31.35,97.99,"Planetographic, +East, -180 - 180",1778.464502376367
﻿Doppelmayer,-28.48,-41.51,"Planetographic, +East, -180 - 180",1865.492518093676
﻿Doppler,-12.58,-159.84,"Planetographic, +East, -180 - 180",2347.633789837653
﻿Douglass,35.5,-122.72,"Planetographic, +East, -180 - 180",3805.58047823076
﻿Dove,-46.83,31.42,"Planetographic, +East, -180 - 180",1309.059037810533
﻿Draper,17.56,-21.75,"Planetographic, +East, -180 - 180",3261.579571621519
﻿Drebbel,-40.93,-49.12,"Planetographic, +East, -180 - 180",1487.9668053130151
﻿Dreyer,10.24,97.09,"Planetographic, +East, -180 - 180",3039.612646516744
﻿Drude,-38.56,-91.89,"Planetographic, +East, -180 - 180",1559.8331458182492
﻿Dryden,-33.21,-156.15,"Planetographic, +East, -180 - 180",1722.0630705874491
﻿Drygalski,-79.57,-87.18,"Planetographic, +East, -180 - 180",316.2725449238792
﻿Dubyago,4.38,69.95,"Planetographic, +East, -180 - 180",2861.917813031228
﻿Dufay,5.57,169.54,"Planetographic, +East, -180 - 180",2898.002600035966
﻿Dugan,64.12,103.11,"Planetographic, +East, -180 - 180",4673.4347673699185
﻿Duner,44.68,179.46,"Planetographic, +East, -180 - 180",4083.9488351244513
﻿Dunthorne,-30.12,-31.71,"Planetographic, +East, -180 - 180",1815.7622233980708
﻿Dyson,60.87,-121.71,"Planetographic, +East, -180 - 180",4574.8838784914315
﻿Dziewulski,20.99,99.02,"Planetographic, +East, -180 - 180",3365.588663576351
﻿Easley,-23.69,87.97,"Planetographic, +East, -180 - 180",2010.7413666253522
﻿Eckert,17.28,58.38,"Planetographic, +East, -180 - 180",3253.089033502756
﻿Eddington,21.5,-72.02,"Planetographic, +East, -180 - 180",3381.0535722926675
﻿Edison,24.88,99.27,"Planetographic, +East, -180 - 180",3483.546496726293
﻿Edith,-25.77,102.33,"Planetographic, +East, -180 - 180",1947.6687977431213
﻿Egede,48.72,10.64,"Planetographic, +East, -180 - 180",4206.455170838016
﻿Ehrlich,40.82,-172.27,"Planetographic, +East, -180 - 180",3966.9007024872353
﻿Eichstadt,-22.63,-78.42,"Planetographic, +East, -180 - 180",2042.8841180749505
﻿Eijkman,-63.21,-142.51,"Planetographic, +East, -180 - 180",812.3625578629649
﻿Eimmart,23.97,64.8,"Planetographic, +East, -180 - 180",3455.9522478403164
﻿Einstein,16.6,-88.65,"Planetographic, +East, -180 - 180",3232.469155214335
﻿Einthoven,-5.06,110.06,"Planetographic, +East, -180 - 180",2575.665385027257
﻿Elger,-35.4,-29.81,"Planetographic, +East, -180 - 180",1655.6549331585618
﻿Ellerman,-25.44,-120.39,"Planetographic, +East, -180 - 180",1957.6755033830907
﻿Ellison,54.93,-108.05,"Planetographic, +East, -180 - 180",4394.763176971985
﻿Elmer,-10.23,84.18,"Planetographic, +East, -180 - 180",2418.893663334404
﻿Elvey,9.01,-100.64,"Planetographic, +East, -180 - 180",3002.3149254950404
﻿Emden,62.76,-176.51,"Planetographic, +East, -180 - 180",4632.195010793075
﻿Encke,4.57,-36.68,"Planetographic, +East, -180 - 180",2867.679249611817
﻿Endymion,53.61,56.48,"Planetographic, +East, -180 - 180",4354.736354412107
﻿Engel gardt  Engelhardt,5.39,-159.47,"Planetographic, +East, -180 - 180",2892.544396959619
﻿Eotvos,-35.61,134.43,"Planetographic, +East, -180 - 180",1649.2870295694906
﻿Epigenes,67.5,-4.62,"Planetographic, +East, -180 - 180",4775.927691803544
﻿Epimenides,-40.92,-30.33,"Planetographic, +East, -180 - 180",1488.2700388172564
﻿Eratosthenes,14.47,-11.32,"Planetographic, +East, -180 - 180",3167.880418810896
﻿Erlanger,86.99,28.62,"Planetographic, +East, -180 - 180",5366.929791570218
﻿Erro,5.68,98.54,"Planetographic, +East, -180 - 180",2901.3381685826225
﻿Esclangon,21.47,42.06,"Planetographic, +East, -180 - 180",3380.1438717799424
﻿Esnault Pelterie,47.41,-141.83,"Planetographic, +East, -180 - 180",4166.73158178238
﻿Espin,28.15,109.34,"Planetographic, +East, -180 - 180",3582.7038526132615
﻿Euclides,-7.4,-29.56,"Planetographic, +East, -180 - 180",2504.708745034747
﻿Euctemon,76.26,30.57,"Planetographic, +East, -180 - 180",5041.560241519092
﻿Eudoxus,44.27,16.23,"Planetographic, +East, -180 - 180",4071.5162614505507
﻿Euler,23.26,-29.18,"Planetographic, +East, -180 - 180",3434.42266903917
﻿Evans,-9.63,-133.78,"Planetographic, +East, -180 - 180",2437.0876735888937
﻿Evdokimov,34.57,-153.04,"Planetographic, +East, -180 - 180",3777.3797623363007
﻿Evershed,35.3,-159.51,"Planetographic, +East, -180 - 180",3799.51580814593
﻿Ewen,7.69,121.46,"Planetographic, +East, -180 - 180",2962.288102935163
﻿Fabbroni,18.66,29.27,"Planetographic, +East, -180 - 180",3294.935257088083
﻿Fabricius,-42.75,41.84,"Planetographic, +East, -180 - 180",1432.778307541063
﻿Fabry,43.07,100.68,"Planetographic, +East, -180 - 180",4035.128240941571
﻿Fahrenheit,13.12,61.71,"Planetographic, +East, -180 - 180",3126.9438957382945
﻿Fairouz,-26.07,102.95,"Planetographic, +East, -180 - 180",1938.5717926158761
﻿Faraday,-42.45,8.75,"Planetographic, +East, -180 - 180",1441.8753126683077
﻿Faustini,-87.18,84.31,"Planetographic, +East, -180 - 180",85.51184819610134
﻿Fauth,6.23,-20.14,"Planetographic, +East, -180 - 180",2918.0160113159045
﻿Faye,-21.39,3.81,"Planetographic, +East, -180 - 180",2080.485072600896
﻿Fechner,-58.25,125.03,"Planetographic, +East, -180 - 180",962.7663759667462
﻿Fedorov,28.23,-37.05,"Planetographic, +East, -180 - 180",3585.129720647193
﻿Felix,25.09,-25.38,"Planetographic, +East, -180 - 180",3489.9144003153638
﻿Fenyi,-44.94,-105.06,"Planetographic, +East, -180 - 180",1366.370170112176
﻿Feoktistov,30.73,140.5,"Planetographic, +East, -180 - 180",3660.9380967075676
﻿Fermat,-22.71,19.79,"Planetographic, +East, -180 - 180",2040.4582500410183
﻿Fermi,-19.61,123.24,"Planetographic, +East, -180 - 180",2134.460636355882
﻿Fernelius,-38.18,4.86,"Planetographic, +East, -180 - 180",1571.3560189794262
﻿Fersman,17.9,-126.06,"Planetographic, +East, -180 - 180",3271.8895107657295
﻿Fesenkov,-23.16,135.14,"Planetographic, +East, -180 - 180",2026.812742350152
﻿Feuillee,27.37,-9.46,"Planetographic, +East, -180 - 180",3559.0516392824247
﻿Fibiger,86.14,37.13,"Planetographic, +East, -180 - 180",5341.154943709695
﻿Finsch,23.58,21.27,"Planetographic, +East, -180 - 180",3444.126141174898
﻿Finsen,-42.29,-177.72,"Planetographic, +East, -180 - 180",1446.7270487361718
﻿Firmicus,7.25,63.43,"Planetographic, +East, -180 - 180",2948.945828748537
﻿Firsov,4.2,112.7,"Planetographic, +East, -180 - 180",2856.459609954881
﻿Fischer,7.99,142.44,"Planetographic, +East, -180 - 180",2971.3851080624077
﻿Fitzgerald,26.67,-172.14,"Planetographic, +East, -180 - 180",3537.82529398552
﻿Fizeau,-58.19,-134.11,"Planetographic, +East, -180 - 180",964.5857769921954
﻿Flammarion,-3.33,-3.73,"Planetographic, +East, -180 - 180",2628.124781261036
﻿Flamsteed,-4.49,-44.34,"Planetographic, +East, -180 - 180",2592.9496947690222
﻿Fleming,14.91,109.28,"Planetographic, +East, -180 - 180",3181.222692997522
﻿Florensky,25.45,131.85,"Planetographic, +East, -180 - 180",3500.8308064680577
﻿Florey,87.04,-19.75,"Planetographic, +East, -180 - 180",5368.445959091419
﻿Focas,-33.7,-93.91,"Planetographic, +East, -180 - 180",1707.2046288796157
﻿Fontana,-16.04,-56.79,"Planetographic, +East, -180 - 180",2242.7149973700957
﻿Fontenelle,63.42,-18.96,"Planetographic, +East, -180 - 180",4652.208422073014
﻿Foster,23.59,-141.49,"Planetographic, +East, -180 - 180",3444.42937467914
﻿Foucault,50.46,-39.86,"Planetographic, +East, -180 - 180",4259.217800576037
﻿Fourier,-30.31,-53.1,"Planetographic, +East, -180 - 180",1810.0007868174828
﻿Fowler,42.59,-145.27,"Planetographic, +East, -180 - 180",4020.5730327379797
﻿Fox,0.47,98.14,"Planetographic, +East, -180 - 180",2743.3535128728035
﻿Fracastorius,-21.36,33.07,"Planetographic, +East, -180 - 180",2081.3947731136204
﻿Fra Mauro,-6.06,-16.97,"Planetographic, +East, -180 - 180",2545.3420346031075
﻿Franck,22.59,35.56,"Planetographic, +East, -180 - 180",3414.10602425499
﻿Franklin,38.73,47.64,"Planetographic, +East, -180 - 180",3903.5249001007624
﻿Franz,16.57,40.24,"Planetographic, +East, -180 - 180",3231.559454701611
﻿Fraunhofer,-39.52,59.06,"Planetographic, +East, -180 - 180",1530.7227294110658
﻿Fredholm,18.37,46.55,"Planetographic, +East, -180 - 180",3286.1414854650793
﻿Freud,25.79,-52.4,"Planetographic, +East, -180 - 180",3511.1407456122683
﻿Freundlich,25.0,170.89,"Planetographic, +East, -180 - 180",3487.1852987771895
﻿Fridman  Friedmann,-12.48,-126.88,"Planetographic, +East, -180 - 180",2350.666124880068
﻿Froelich,80.0,-111.63,"Planetographic, +East, -180 - 180",5154.969572105412
﻿Frost,37.41,-118.9,"Planetographic, +East, -180 - 180",3863.4980775408853
﻿Fryxell,-21.25,-101.65,"Planetographic, +East, -180 - 180",2084.730341660277
﻿Furnerius,-36.0,60.54,"Planetographic, +East, -180 - 180",1637.460922904072
﻿Gadomski,36.21,-147.36,"Planetographic, +East, -180 - 180",3827.110057031906
﻿Gagarin,-19.66,149.35,"Planetographic, +East, -180 - 180",2132.944468834675
﻿Galen,21.95,4.96,"Planetographic, +East, -180 - 180",3394.699079983535
﻿Galilaei,10.48,-62.83,"Planetographic, +East, -180 - 180",3046.8902506185395
﻿Galle,55.87,22.33,"Planetographic, +East, -180 - 180",4423.267126370684
﻿Galois,-13.94,-152.99,"Planetographic, +East, -180 - 180",2306.3940332608104
﻿Galvani,49.51,-84.56,"Planetographic, +East, -180 - 180",4230.410617673095
﻿Gambart,0.92,-15.24,"Planetographic, +East, -180 - 180",2756.999020563671
﻿Gamow,65.29,144.65,"Planetographic, +East, -180 - 180",4708.913087366173
﻿Ganskiy  Hansky,-9.64,97.0,"Planetographic, +East, -180 - 180",2436.7844400846525
﻿Ganswindt,-79.42,111.17,"Planetographic, +East, -180 - 180",320.82104748750135
﻿Garavito,-47.21,156.78,"Planetographic, +East, -180 - 180",1297.5361646493566
﻿Gardner,17.75,33.81,"Planetographic, +East, -180 - 180",3267.3410082021073
﻿Gartner,59.24,34.76,"Planetographic, +East, -180 - 180",4525.45681730007
﻿Gassendi,-17.55,-39.96,"Planetographic, +East, -180 - 180",2196.92673822963
﻿Gaston,30.88,-33.96,"Planetographic, +East, -180 - 180",3665.48659927119
﻿Gaudibert,-10.93,37.82,"Planetographic, +East, -180 - 180",2397.6673180374996
﻿Gauricus,-33.91,-12.74,"Planetographic, +East, -180 - 180",1700.8367252905446
﻿Gauss,36.01,79.08,"Planetographic, +East, -180 - 180",3821.045386947076
﻿Gavrilov,17.41,131.22,"Planetographic, +East, -180 - 180",3257.0310690578954
﻿Gay Lussac,13.88,-20.79,"Planetographic, +East, -180 - 180",3149.9896420606483
﻿G  Bond,32.39,36.32,"Planetographic, +East, -180 - 180",3711.274858411655
﻿Geber,-19.46,13.85,"Planetographic, +East, -180 - 180",2139.0091389195045
﻿Geiger,-14.39,158.41,"Planetographic, +East, -180 - 180",2292.7485255699426
﻿Geissler,-2.6,76.51,"Planetographic, +East, -180 - 180",2650.2608270706646
﻿Geminus,34.42,56.66,"Planetographic, +East, -180 - 180",3772.8312597726785
﻿Gemma Frisius,-34.33,13.37,"Planetographic, +East, -180 - 180",1688.1009181124016
﻿Gena,38.27,-35.01,"Planetographic, +East, -180 - 180",3889.5761589056547
﻿Gerard,44.54,-80.51,"Planetographic, +East, -180 - 180",4079.7035660650713
﻿Gerasimovich,-22.95,-123.42,"Planetographic, +East, -180 - 180",2033.1806459392233
﻿Gernsback,-36.53,99.53,"Planetographic, +East, -180 - 180",1621.389547179273
﻿Gibbs,-18.37,84.27,"Planetographic, +East, -180 - 180",2172.061590881827
﻿Gilbert,-3.2,76.16,"Planetographic, +East, -180 - 180",2632.066816816175
﻿Gill,-63.77,75.95,"Planetographic, +East, -180 - 180",795.3814816254409
﻿Ginzel,14.25,97.4,"Planetographic, +East, -180 - 180",3161.2092817175835
﻿Gioja,83.35,1.76,"Planetographic, +East, -180 - 180",5256.5527960263125
﻿Giordano Bruno,35.97,102.89,"Planetographic, +East, -180 - 180",3819.8324529301103
﻿Glaisher,13.19,49.34,"Planetographic, +East, -180 - 180",3129.0665302679854
﻿Glauber,11.32,142.67,"Planetographic, +East, -180 - 180",3072.361864974825
﻿Glazenap,-1.85,137.76,"Planetographic, +East, -180 - 180",2673.0033398887767
﻿Glushko,8.11,-77.67,"Planetographic, +East, -180 - 180",2975.0239101133056
﻿Goclenius,-10.05,45.03,"Planetographic, +East, -180 - 180",2424.351866410751
﻿Goddard,15.15,89.13,"Planetographic, +East, -180 - 180",3188.5002970993182
﻿Godin,1.82,10.16,"Planetographic, +East, -180 - 180",2784.290035945405
﻿Goldschmidt,73.04,-3.37,"Planetographic, +East, -180 - 180",4943.919053153333
﻿Golgi,27.78,-59.96,"Planetographic, +East, -180 - 180",3571.4842129563262
﻿Golitsyn,-25.2,-105.2,"Planetographic, +East, -180 - 180",1964.953107484887
﻿Golovin,39.75,161.24,"Planetographic, +East, -180 - 180",3934.454717533395
﻿Goodacre,-32.67,14.08,"Planetographic, +East, -180 - 180",1738.4376798164897
﻿Gore,86.18,-62.31,"Planetographic, +East, -180 - 180",5342.367877726658
﻿Gould,-19.26,-17.25,"Planetographic, +East, -180 - 180",2145.0738090043346
﻿Grace,14.21,35.89,"Planetographic, +East, -180 - 180",3159.9963477006177
﻿Grachev,-3.83,-108.42,"Planetographic, +East, -180 - 180",2612.963106048961
﻿Graff,-42.3,-88.71,"Planetographic, +East, -180 - 180",1446.4238152319303
﻿Grave,-17.04,150.23,"Planetographic, +East, -180 - 180",2212.3916469459464
﻿Greaves,13.18,52.79,"Planetographic, +East, -180 - 180",3128.7632967637433
﻿Green,3.69,133.12,"Planetographic, +East, -180 - 180",2840.994701238565
﻿Gregory,1.76,127.28,"Planetographic, +East, -180 - 180",2782.4706349199564
﻿Grigg,12.5,-130.13,"Planetographic, +East, -180 - 180",3108.1434184753216
﻿Grignard,84.54,-75.83,"Planetographic, +East, -180 - 180",5292.63758303105
﻿Grimaldi,-5.38,-68.36,"Planetographic, +East, -180 - 180",2565.961912891529
﻿Grissom,-46.92,-147.98,"Planetographic, +East, -180 - 180",1306.3299362723596
﻿Grotrian,-66.15,128.28,"Planetographic, +East, -180 - 180",723.2119076159652
﻿Grove,40.3,32.98,"Planetographic, +East, -180 - 180",3951.132560266677
﻿Gruemberger,-67.04,-10.3,"Planetographic, +East, -180 - 180",696.224125738472
﻿Gruithuisen,32.89,-39.78,"Planetographic, +East, -180 - 180",3726.4365336237297
﻿Guericke,-11.57,-14.19,"Planetographic, +East, -180 - 180",2378.2603737660434
﻿Guest,-19.79,117.39,"Planetographic, +East, -180 - 180",2129.0024332795347
﻿Guillaume,45.16,-173.38,"Planetographic, +East, -180 - 180",4098.504043328043
﻿Gullstrand,44.95,-129.67,"Planetographic, +East, -180 - 180",4092.136139738973
﻿Gum,-40.34,88.91,"Planetographic, +East, -180 - 180",1505.8575820632636
﻿Gutenberg,-8.61,41.25,"Planetographic, +East, -180 - 180",2468.0174910215264
﻿Guthnick,-47.76,-94.04,"Planetographic, +East, -180 - 180",1280.8583219160744
﻿Guyot,11.63,117.12,"Planetographic, +East, -180 - 180",3081.7621036063124
﻿Gylden,-5.37,0.23,"Planetographic, +East, -180 - 180",2566.265146395771
﻿Haber,83.4,-94.63,"Planetographic, +East, -180 - 180",5258.068963547519
﻿Hagecius,-59.92,46.63,"Planetographic, +East, -180 - 180",912.1263807584164
﻿Hagen,-48.32,135.95,"Planetographic, +East, -180 - 180",1263.8772456785503
﻿Hahn,31.22,73.55,"Planetographic, +East, -180 - 180",3675.7965384154
﻿Haidinger,-39.18,-25.14,"Planetographic, +East, -180 - 180",1541.0326685552768
﻿Hainzel,-41.23,-33.52,"Planetographic, +East, -180 - 180",1478.8698001857704
﻿Haldane,-1.66,84.11,"Planetographic, +East, -180 - 180",2678.7647764693647
﻿Hale,-74.13,91.71,"Planetographic, +East, -180 - 180",481.23157123125253
﻿Hall,33.81,36.75,"Planetographic, +East, -180 - 180",3754.334016013948
﻿Halley,-8.05,5.73,"Planetographic, +East, -180 - 180",2484.9985672590506
﻿Hamilton,-42.77,84.41,"Planetographic, +East, -180 - 180",1432.17184053258
﻿Hanno,-56.46,71.38,"Planetographic, +East, -180 - 180",1017.0451732259736
﻿Hansen,14.04,72.54,"Planetographic, +East, -180 - 180",3154.841378128512
﻿Hansteen,-11.53,-52.06,"Planetographic, +East, -180 - 180",2379.47330778301
﻿Harden,5.46,143.55,"Planetographic, +East, -180 - 180",2894.66703148931
﻿Harding,43.54,-71.66,"Planetographic, +East, -180 - 180",4049.3802156409215
﻿Haret,-58.77,-176.19,"Planetographic, +East, -180 - 180",946.9982337461885
﻿Hargreaves,-2.18,64.09,"Planetographic, +East, -180 - 180",2662.9966342488074
﻿Harkhebi,40.87,98.74,"Planetographic, +East, -180 - 180",3968.416870008443
﻿Harlan,-38.31,79.65,"Planetographic, +East, -180 - 180",1567.413983424287
﻿Harold,-10.88,-6.07,"Planetographic, +East, -180 - 180",2399.183485558707
﻿Harpalus,52.73,-43.49,"Planetographic, +East, -180 - 180",4328.051806038855
﻿Harriot,33.2,114.4,"Planetographic, +East, -180 - 180",3735.836772255216
﻿Hartmann,2.71,135.45,"Planetographic, +East, -180 - 180",2811.277817822898
﻿Hartwig,-6.14,-80.47,"Planetographic, +East, -180 - 180",2542.9161665691754
﻿Harvey,19.35,-146.51,"Planetographic, +East, -180 - 180",3315.858368880746
﻿Hase,-29.37,62.68,"Planetographic, +East, -180 - 180",1838.504736216183
﻿Haskin,81.51,133.16,"Planetographic, +East, -180 - 180",5200.757831245878
﻿Hatanaka,29.33,-121.92,"Planetographic, +East, -180 - 180",3618.485406113758
﻿Hausen,-65.11,-88.49,"Planetographic, +East, -180 - 180",754.7481920570808
﻿Hawke,-66.61,128.65,"Planetographic, +East, -180 - 180",709.2631664208565
﻿Haworth,-87.45,-5.17,"Planetographic, +East, -180 - 180",77.324543581581
﻿Hayford,12.68,-176.45,"Planetographic, +East, -180 - 180",3113.6016215516697
﻿Hayn,64.56,83.87,"Planetographic, +East, -180 - 180",4686.777041556544
﻿Healy,32.5,-111.0,"Planetographic, +East, -180 - 180",3714.610426958312
﻿Heaviside,-10.44,166.77,"Planetographic, +East, -180 - 180",2412.5257597453333
﻿Hecataeus,-22.06,79.68,"Planetographic, +East, -180 - 180",2060.168427816716
﻿Hedervari,-81.77,85.6,"Planetographic, +East, -180 - 180",249.56117399075023
﻿Hedin,2.87,-76.57,"Planetographic, +East, -180 - 180",2816.129553890762
﻿Hegu,-46.3,177.57,"Planetographic, +East, -180 - 180",1325.1304135353328
﻿Heinrich,24.84,-15.37,"Planetographic, +East, -180 - 180",3482.333562709327
﻿Heinsius,-39.48,-17.82,"Planetographic, +East, -180 - 180",1531.9356634280318
﻿Heis,32.47,-31.98,"Planetographic, +East, -180 - 180",3713.700726445587
﻿Helberg,22.63,-102.46,"Planetographic, +East, -180 - 180",3415.3189582719565
﻿Helicon,40.43,-23.11,"Planetographic, +East, -180 - 180",3955.074595821817
﻿Hell,-32.41,-7.8,"Planetographic, +East, -180 - 180",1746.3217509267688
﻿Helmert,-7.56,87.67,"Planetographic, +East, -180 - 180",2499.8570089668838
﻿Helmholtz,-68.64,65.34,"Planetographic, +East, -180 - 180",647.7067650598328
﻿Henderson,4.76,152.0,"Planetographic, +East, -180 - 180",2873.440686192406
﻿Hendrix,-46.86,-159.97,"Planetographic, +East, -180 - 180",1308.1493372978089
﻿Henry,-23.97,-57.01,"Planetographic, +East, -180 - 180",2002.2508285065903
﻿Henry Freres,-23.52,-59.02,"Planetographic, +East, -180 - 180",2015.8963361974572
﻿Henson,-88.57,-130.63,"Planetographic, +East, -180 - 180",43.36239110653394
﻿Henyey,12.7,-152.33,"Planetographic, +East, -180 - 180",3114.208088560152
