Clean Feature Name,Center Latitude,Center Longitude,Coordinate System,Distance from the South Pole (km)
﻿Sechenov,-6.97,-143.09,"Planetographic, +East, -180 - 180",2517.7477857171316
﻿Seeliger,-2.22,3.0,"Planetographic, +East, -180 - 180",2661.7837002318415
﻿Segers,46.99,127.52,"Planetographic, +East, -180 - 180",4153.995774604237
﻿Segner,-58.96,-48.68,"Planetographic, +East, -180 - 180",941.2367971656
﻿Seidel,-32.65,152.47,"Planetographic, +East, -180 - 180",1739.0441468249726
﻿Seleucus,21.09,-66.66,"Planetographic, +East, -180 - 180",3368.620998618766
﻿Seneca,26.71,79.81,"Planetographic, +East, -180 - 180",3539.038228002486
﻿Seyfert,29.26,114.34,"Planetographic, +East, -180 - 180",3616.3627715840676
﻿Shackleton,-89.67,129.78,"Planetographic, +East, -180 - 180",10.006705639969267
﻿Shahinaz,7.58,122.42,"Planetographic, +East, -180 - 180",2958.9525343885066
﻿Shaler,-32.89,-85.27,"Planetographic, +East, -180 - 180",1731.7665427231768
﻿Shapley,9.35,56.83,"Planetographic, +East, -180 - 180",3012.624864639251
﻿Sharonov,12.37,173.1,"Planetographic, +East, -180 - 180",3104.201382920183
﻿Sharp,45.75,-40.22,"Planetographic, +East, -180 - 180",4116.3948200782925
﻿Shatalov,24.26,140.48,"Planetographic, +East, -180 - 180",3464.74601946332
﻿Shayn,32.52,172.42,"Planetographic, +East, -180 - 180",3715.216893966795
﻿Sheepshanks,59.24,17.04,"Planetographic, +East, -180 - 180",4525.45681730007
﻿Shen Kuo,44.0,-49.41,"Planetographic, +East, -180 - 180",4063.328956836031
﻿Sherrington,-11.13,118.0,"Planetographic, +East, -180 - 180",2391.6026479526704
﻿Shioli,-13.33,25.23,"Planetographic, +East, -180 - 180",2324.8912770195407
﻿Shirakatsi,-12.18,128.56,"Planetographic, +East, -180 - 180",2359.7631300073126
﻿Shi Shen,75.78,104.13,"Planetographic, +East, -180 - 180",5027.005033315501
﻿Shoemaker,-88.14,45.91,"Planetographic, +East, -180 - 180",56.40143178891804
﻿Short,-74.54,-7.68,"Planetographic, +East, -180 - 180",468.7989975573508
﻿Shternberg  Sternberg,19.38,-116.82,"Planetographic, +East, -180 - 180",3316.768069393471
﻿Shuckburgh,42.65,52.71,"Planetographic, +East, -180 - 180",4022.3924337634285
﻿Shuleykin,-27.11,-92.67,"Planetographic, +East, -180 - 180",1907.0355081747616
﻿Siedentopf,22.05,135.08,"Planetographic, +East, -180 - 180",3397.7314150259494
﻿Sierpinski,-26.93,154.81,"Planetographic, +East, -180 - 180",1912.4937112511082
﻿Sikorsky,-65.89,103.65,"Planetographic, +East, -180 - 180",731.0959787262443
﻿Silberschlag,6.21,12.53,"Planetographic, +East, -180 - 180",2917.409544307421
﻿Simpelius,-72.61,14.74,"Planetographic, +East, -180 - 180",527.3230638759595
﻿Sinas,8.85,31.6,"Planetographic, +East, -180 - 180",2997.4631894271765
﻿Sirsalis,-12.49,-60.51,"Planetographic, +East, -180 - 180",2350.362891375826
﻿Sisakyan,41.07,109.13,"Planetographic, +East, -180 - 180",3974.4815400932725
﻿Sita,4.61,120.7,"Planetographic, +East, -180 - 180",2868.8921836287827
﻿Sklodowska,-18.04,96.15,"Planetographic, +East, -180 - 180",2182.068296521797
﻿Slater,-88.08,111.29,"Planetographic, +East, -180 - 180",58.220832814367
﻿Slava,38.23,-35.0,"Planetographic, +East, -180 - 180",3888.363224888688
﻿Slipher,49.28,160.27,"Planetographic, +East, -180 - 180",4223.436247075539
﻿Slocum,-3.15,89.07,"Planetographic, +East, -180 - 180",2633.5829843373826
﻿Smith,-31.79,-151.01,"Planetographic, +East, -180 - 180",1765.1222281897415
﻿Smithson,2.38,53.64,"Planetographic, +East, -180 - 180",2801.2711121829298
﻿Smoluchowski,60.22,-96.91,"Planetographic, +East, -180 - 180",4555.173700715734
﻿Snellius,-29.33,55.7,"Planetographic, +East, -180 - 180",1839.717670233149
﻿Sniadecki,-22.29,-168.84,"Planetographic, +East, -180 - 180",2053.1940572191616
﻿Soddy,0.45,121.77,"Planetographic, +East, -180 - 180",2742.747045864321
﻿Somerville,-8.33,64.96,"Planetographic, +East, -180 - 180",2476.5080291402883
﻿Sommerfeld,64.83,-161.54,"Planetographic, +East, -180 - 180",4694.964346171064
﻿Sommering,0.19,-7.53,"Planetographic, +East, -180 - 180",2734.8629747540417
﻿Song Yingxing,42.34,-49.65,"Planetographic, +East, -180 - 180",4012.992195131943
﻿Soraya,-12.87,-1.63,"Planetographic, +East, -180 - 180",2338.8400182146493
﻿Sosigenes,8.7,17.6,"Planetographic, +East, -180 - 180",2992.914686863554
﻿South,57.58,-50.94,"Planetographic, +East, -180 - 180",4475.12005559598
﻿Spallanzani,-46.38,24.73,"Planetographic, +East, -180 - 180",1322.7045455014004
﻿Spencer Jones,13.06,165.84,"Planetographic, +East, -180 - 180",3125.1244947128466
﻿Sporer,-4.3,-1.77,"Planetographic, +East, -180 - 180",2598.7111313496107
﻿Spudis,-89.51,-84.61,"Planetographic, +East, -180 - 180",14.85844170783319
﻿Spurr,27.91,-1.27,"Planetographic, +East, -180 - 180",3575.4262485114655
﻿Stadius,10.48,-13.77,"Planetographic, +East, -180 - 180",3046.8902506185395
﻿Stearns,34.68,162.6,"Planetographic, +East, -180 - 180",3780.715330882957
﻿Stebbins,64.36,-142.64,"Planetographic, +East, -180 - 180",4680.7123714717145
﻿Stefan,46.33,-108.77,"Planetographic, +East, -180 - 180",4133.982363324299
﻿Stein,7.0,179.11,"Planetographic, +East, -180 - 180",2941.3649911424995
﻿Steinheil,-48.71,46.66,"Planetographic, +East, -180 - 180",1252.051139013132
﻿Steklov,-36.73,-105.05,"Planetographic, +East, -180 - 180",1615.3248770944429
﻿Stella,19.91,29.76,"Planetographic, +East, -180 - 180",3332.8394451182694
﻿Steno,32.61,161.78,"Planetographic, +East, -180 - 180",3717.9459955049683
﻿Sternfeld,-19.75,-142.27,"Planetographic, +East, -180 - 180",2130.2153672965014
﻿Stetson,-39.58,-118.2,"Planetographic, +East, -180 - 180",1528.9033283856172
﻿Stevinus,-32.49,54.14,"Planetographic, +East, -180 - 180",1743.8958828928367
﻿Stewart,2.15,66.98,"Planetographic, +East, -180 - 180",2794.2967415853745
﻿Stiborius,-34.49,31.99,"Planetographic, +East, -180 - 180",1683.2491820445375
﻿St  John,10.07,149.98,"Planetographic, +East, -180 - 180",3034.4576769446394
﻿Stofler,-41.24,5.93,"Planetographic, +East, -180 - 180",1478.5665666815287
﻿Stokes,52.36,-88.11,"Planetographic, +East, -180 - 180",4316.8321663819215
﻿Stoletov,44.82,-155.5,"Planetographic, +East, -180 - 180",4088.1941041838336
﻿Stoney,-55.58,-156.38,"Planetographic, +East, -180 - 180",1043.7297215992255
﻿Stormer,57.14,146.65,"Planetographic, +East, -180 - 180",4461.777781409355
﻿Stose,-86.38,32.13,"Planetographic, +East, -180 - 180",109.77052853542125
﻿Strabo,61.94,54.42,"Planetographic, +East, -180 - 180",4607.329863445273
﻿Stratton,-5.6,164.7,"Planetographic, +East, -180 - 180",2559.290775798216
﻿Street,-46.58,-10.74,"Planetographic, +East, -180 - 180",1316.6398754165707
﻿Stromgren,-21.74,-132.37,"Planetographic, +East, -180 - 180",2069.871899952444
﻿Struve,23.41,-76.65,"Planetographic, +East, -180 - 180",3438.9711716027928
﻿Subbotin,-29.32,135.71,"Planetographic, +East, -180 - 180",1840.0209037373904
﻿Suess,4.36,-47.72,"Planetographic, +East, -180 - 180",2861.311346022745
﻿Sulpicius Gallus,19.63,11.68,"Planetographic, +East, -180 - 180",3324.3489069995076
﻿Sumner,37.62,108.76,"Planetographic, +East, -180 - 180",3869.865981129957
﻿Sundman,10.76,-91.69,"Planetographic, +East, -180 - 180",3055.380788737302
﻿Susan,-11.0,-6.3,"Planetographic, +East, -180 - 180",2395.544683507809
﻿Svedberg,-81.68,65.15,"Planetographic, +East, -180 - 180",252.29027552892347
﻿Sverdrup,-88.32,-153.39,"Planetographic, +East, -180 - 180",50.94322871257163
﻿Swann,51.96,112.52,"Planetographic, +East, -180 - 180",4304.70282621226
﻿Swasey,-5.46,89.67,"Planetographic, +East, -180 - 180",2563.5360448575966
﻿Swift,19.35,53.44,"Planetographic, +East, -180 - 180",3315.858368880746
﻿Sylvester,82.65,-81.22,"Planetographic, +East, -180 - 180",5235.32645072941
﻿Szilard,33.71,105.78,"Planetographic, +East, -180 - 180",3751.3016809715323
﻿Tacchini,5.08,85.82,"Planetographic, +East, -180 - 180",2883.144158328133
﻿Tacitus,-16.2,18.95,"Planetographic, +East, -180 - 180",2237.8632613022314
﻿Tacquet,16.64,19.2,"Planetographic, +East, -180 - 180",3233.6820892313012
﻿Tai Wei,44.15,-19.49,"Planetographic, +East, -180 - 180",4067.877459399653
﻿Taizo,24.7,2.2,"Planetographic, +East, -180 - 180",3478.088293649945
﻿Talbot,-2.47,85.3,"Planetographic, +East, -180 - 180",2654.202862625804
﻿Tamm,-4.32,146.38,"Planetographic, +East, -180 - 180",2598.1046643411273
﻿Tannerus,-56.44,21.92,"Planetographic, +East, -180 - 180",1017.6516402344566
﻿Taruntius,5.5,46.54,"Planetographic, +East, -180 - 180",2895.8799655062753
﻿Taylor,-5.28,16.65,"Planetographic, +East, -180 - 180",2568.9942479339443
﻿Tebbutt,9.46,53.52,"Planetographic, +East, -180 - 180",3015.9604331859077
﻿Teisserenc,31.96,-136.28,"Planetographic, +East, -180 - 180",3698.235817729271
﻿Tempel,3.76,11.86,"Planetographic, +East, -180 - 180",2843.1173357682555
﻿Ten Bruggencate,-9.58,134.66,"Planetographic, +East, -180 - 180",2438.603841110101
﻿Tereshkova,28.21,143.84,"Planetographic, +East, -180 - 180",3584.5232536387102
﻿Tesla,38.36,124.73,"Planetographic, +East, -180 - 180",3892.3052604438276
﻿Thales,61.74,50.27,"Planetographic, +East, -180 - 180",4601.265193360442
﻿Tharp,-30.6,145.63,"Planetographic, +East, -180 - 180",1801.2070151944795
﻿Theaetetus,37.01,6.06,"Planetographic, +East, -180 - 180",3851.3687373712255
﻿Thebit,-22.01,-4.02,"Planetographic, +East, -180 - 180",2061.6845953379234
﻿Theiler,13.36,82.85,"Planetographic, +East, -180 - 180",3134.22149984009
﻿Theon Junior,-2.41,15.79,"Planetographic, +East, -180 - 180",2656.022263651253
﻿Theon Senior,-0.81,15.42,"Planetographic, +East, -180 - 180",2704.539624329892
﻿Theophilus,-11.45,26.28,"Planetographic, +East, -180 - 180",2381.899175816942
﻿Theophrastus,17.46,39.06,"Planetographic, +East, -180 - 180",3258.547236579104
﻿Thiel,40.17,-134.56,"Planetographic, +East, -180 - 180",3947.190524711538
﻿Thiessen,74.86,-169.5,"Planetographic, +East, -180 - 180",4999.107550925284
﻿Thomson,-32.32,166.04,"Planetographic, +East, -180 - 180",1749.0508524649422
﻿Tianjin,-44.93,178.81,"Planetographic, +East, -180 - 180",1366.6734036164175
﻿Tian Shi,44.1,-19.45,"Planetographic, +East, -180 - 180",4066.3612918784456
﻿Tikhomirov,24.2,161.33,"Planetographic, +East, -180 - 180",3462.9266184378707
﻿Tikhov,61.66,172.29,"Planetographic, +East, -180 - 180",4598.83932532651
﻿Tiling,-52.85,-133.11,"Planetographic, +East, -180 - 180",1126.5124682571534
﻿Timaeus,62.91,-0.55,"Planetographic, +East, -180 - 180",4636.743513356698
﻿Timiryazev,-5.09,-147.15,"Planetographic, +East, -180 - 180",2574.7556845145327
﻿Timocharis,26.72,-13.1,"Planetographic, +East, -180 - 180",3539.3414615067272
﻿Tiselius,6.89,176.7,"Planetographic, +East, -180 - 180",2938.029422595844
﻿Tisserand,21.41,48.17,"Planetographic, +East, -180 - 180",3378.3244707544945
﻿Titius,-26.75,100.66,"Planetographic, +East, -180 - 180",1917.9519143274551
﻿Titov,28.55,150.29,"Planetographic, +East, -180 - 180",3594.8331927829213
﻿T  Mayer,15.54,-29.17,"Planetographic, +East, -180 - 180",3200.3264037647364
﻿Tolansky,-9.52,-15.98,"Planetographic, +East, -180 - 180",2440.4232421355505
﻿Tooley,-88.04,51.31,"Planetographic, +East, -180 - 180",59.4337668313328
﻿Torricelli,-4.72,28.4,"Planetographic, +East, -180 - 180",2585.975324171468
﻿Toscanelli,27.96,-47.61,"Planetographic, +East, -180 - 180",3576.9424160326726
﻿Townley,3.42,63.19,"Planetographic, +East, -180 - 180",2832.807396624045
﻿Tralles,28.32,52.85,"Planetographic, +East, -180 - 180",3587.8588221853665
﻿Triesnecker,4.18,3.6,"Planetographic, +East, -180 - 180",2855.853142946398
﻿Trouvelot,49.37,5.79,"Planetographic, +East, -180 - 180",4226.165348613714
﻿Trumpler,29.33,167.14,"Planetographic, +East, -180 - 180",3618.485406113758
﻿Tsander  Zander,5.39,-149.69,"Planetographic, +East, -180 - 180",2892.544396959619
﻿Tseraskiy  Ceraski,-48.66,142.64,"Planetographic, +East, -180 - 180",1253.5673065343399
﻿Tsinger  Zinger,56.54,175.71,"Planetographic, +East, -180 - 180",4443.583771154865
﻿Tsiolkovskiy,-20.38,128.97,"Planetographic, +East, -180 - 180",2111.111656529287
﻿Tsu Chung Chi,17.16,145.16,"Planetographic, +East, -180 - 180",3249.450231451859
﻿Tucker,-5.62,88.21,"Planetographic, +East, -180 - 180",2558.684308789733
﻿Turner,-1.4,-13.24,"Planetographic, +East, -180 - 180",2686.648847579644
﻿Tycho,-43.3,-11.22,"Planetographic, +East, -180 - 180",1416.100464807781
﻿Tyndall,-35.2,117.64,"Planetographic, +East, -180 - 180",1661.7196032433917
﻿Ukert,7.71,1.37,"Planetographic, +East, -180 - 180",2962.8945699436463
﻿Ulugh Beigh,32.67,-81.96,"Planetographic, +East, -180 - 180",3719.765396530417
﻿Urey,27.93,87.43,"Planetographic, +East, -180 - 180",3576.0327155199484
﻿Vaisala,25.9,-47.9,"Planetographic, +East, -180 - 180",3514.4763141589247
﻿Valera,38.29,-35.02,"Planetographic, +East, -180 - 180",3890.1826259141376
﻿Valier,6.65,174.26,"Planetographic, +East, -180 - 180",2930.7518184940477
﻿van Albada,9.36,64.35,"Planetographic, +East, -180 - 180",3012.9280981434927
﻿Van Biesbroeck,28.77,-45.59,"Planetographic, +East, -180 - 180",3601.504329876234
﻿Van de Graaff,-27.04,172.01,"Planetographic, +East, -180 - 180",1909.1581427044514
﻿Van den Bergh,30.91,-159.21,"Planetographic, +East, -180 - 180",3666.3962997839144
﻿van den Bos,-5.26,145.95,"Planetographic, +East, -180 - 180",2569.600714942427
﻿Van der Waals,-43.56,119.98,"Planetographic, +East, -180 - 180",1408.216393697502
﻿Van Gent,15.42,160.27,"Planetographic, +East, -180 - 180",3196.6876017138393
﻿Van Maanen,36.03,128.18,"Planetographic, +East, -180 - 180",3821.651853955559
﻿van Rhijn,52.47,146.37,"Planetographic, +East, -180 - 180",4320.1677349285765
﻿van t Hoff,61.75,-132.68,"Planetographic, +East, -180 - 180",4601.568426864683
﻿Van Vleck,-1.77,78.2,"Planetographic, +East, -180 - 180",2675.4292079227084
﻿Van Wijk,-62.5,119.06,"Planetographic, +East, -180 - 180",833.8921366641107
﻿Vasco da Gama,13.78,-83.94,"Planetographic, +East, -180 - 180",3146.9573070182328
﻿Vashakidze,43.65,93.01,"Planetographic, +East, -180 - 180",4052.7157841875787
﻿Vasya,38.2,-34.98,"Planetographic, +East, -180 - 180",3887.453524375964
﻿Vaughan,-41.41,-171.85,"Planetographic, +East, -180 - 180",1473.4115971094236
﻿Vavilov,-0.87,-138.77,"Planetographic, +East, -180 - 180",2702.7202233044436
﻿Vega,-45.41,63.27,"Planetographic, +East, -180 - 180",1352.1181954128253
﻿Vendelinus,-16.46,61.55,"Planetographic, +East, -180 - 180",2229.979190191953
﻿Vening Meinesz,-0.1,162.51,"Planetographic, +East, -180 - 180",2726.069203131039
﻿Ventris,-4.77,157.97,"Planetographic, +East, -180 - 180",2584.459156650261
﻿Vera,26.33,-43.71,"Planetographic, +East, -180 - 180",3527.515354841309
﻿Vernadskiy,23.11,130.43,"Planetographic, +East, -180 - 180",3429.8741664755476
﻿Verne,24.95,-25.38,"Planetographic, +East, -180 - 180",3485.669131255983
﻿Vertregt,-19.3,171.12,"Planetographic, +East, -180 - 180",2143.860874987369
﻿Very,25.62,25.35,"Planetographic, +East, -180 - 180",3505.9857760401633
﻿Vesalius,-3.23,114.79,"Planetographic, +East, -180 - 180",2631.15711630345
﻿Vestine,33.87,93.68,"Planetographic, +East, -180 - 180",3756.1534170393966
﻿Vetchinkin,9.77,131.08,"Planetographic, +East, -180 - 180",3025.360671817394
﻿Vieta,-29.31,-56.53,"Planetographic, +East, -180 - 180",1840.324137241632
﻿Vil ev,-5.76,144.39,"Planetographic, +East, -180 - 180",2554.4390397303523
﻿Virchow,9.88,83.77,"Planetographic, +East, -180 - 180",3028.69624036405
﻿Virtanen,15.64,176.74,"Planetographic, +East, -180 - 180",3203.358738807152
﻿Vitello,-30.42,-37.55,"Planetographic, +East, -180 - 180",1806.665218270826
﻿Vitruvius,17.66,31.28,"Planetographic, +East, -180 - 180",3264.611906663933
﻿Vitya,38.27,-35.03,"Planetographic, +East, -180 - 180",3889.5761589056547
﻿Viviani,5.16,117.15,"Planetographic, +East, -180 - 180",2885.5700263620647
﻿Vlacq,-53.39,38.69,"Planetographic, +East, -180 - 180",1110.1378590281126
﻿Vogel,-15.11,5.83,"Planetographic, +East, -180 - 180",2270.9157132645546
﻿Volkov,-13.62,131.67,"Planetographic, +East, -180 - 180",2316.0975053965376
﻿Volta,53.9,-84.77,"Planetographic, +East, -180 - 180",4363.530126035111
﻿Volterra,56.55,131.64,"Planetographic, +East, -180 - 180",4443.8870046591055
﻿von Baeyer,-81.8,61.87,"Planetographic, +East, -180 - 180",248.65147347802576
﻿von Behring,-7.75,71.72,"Planetographic, +East, -180 - 180",2494.095572386295
﻿von Bekesy,51.92,126.73,"Planetographic, +East, -180 - 180",4303.489892195295
﻿von Braun,41.04,-78.08,"Planetographic, +East, -180 - 180",3973.571839580548
﻿Von der Pahlen,-24.84,-133.01,"Planetographic, +East, -180 - 180",1975.86951363758
﻿Von Karman,-44.45,176.25,"Planetographic, +East, -180 - 180",1381.228611820009
﻿Von Neumann,40.28,153.25,"Planetographic, +East, -180 - 180",3950.526093258194
﻿Von Zeipel,42.19,-141.93,"Planetographic, +East, -180 - 180",4008.443692568321
﻿Voskresenskiy,27.91,-88.12,"Planetographic, +East, -180 - 180",3575.4262485114655
﻿Walker,-25.82,-161.92,"Planetographic, +East, -180 - 180",1946.1526302219138
﻿Wallace,20.26,-8.75,"Planetographic, +East, -180 - 180",3343.452617766722
﻿Wallach,4.89,32.27,"Planetographic, +East, -180 - 180",2877.382721747544
﻿Walter,28.04,-33.81,"Planetographic, +East, -180 - 180",3579.3682840666047
﻿Walther,-33.25,0.62,"Planetographic, +East, -180 - 180",1720.850136570483
﻿Wan Hoo  Van Gu,-9.96,-138.91,"Planetographic, +East, -180 - 180",2427.0809679489244
﻿Wapowski,-83.08,53.79,"Planetographic, +East, -180 - 180",209.8375849351145
﻿Wargentin,-49.53,-60.44,"Planetographic, +East, -180 - 180",1227.1859916653295
﻿Wargo,27.68,-148.62,"Planetographic, +East, -180 - 180",3568.451877913911
﻿Warner,-3.98,87.35,"Planetographic, +East, -180 - 180",2608.4146034853384
﻿Waterman,-25.7,128.18,"Planetographic, +East, -180 - 180",1949.7914322728122
﻿Watson,-62.59,-124.05,"Planetographic, +East, -180 - 180",831.1630351259375
﻿Watt,-49.6,48.48,"Planetographic, +East, -180 - 180",1225.063357135639
﻿Watts,8.84,46.31,"Planetographic, +East, -180 - 180",2997.159955922935
﻿W  Bond,65.41,3.52,"Planetographic, +East, -180 - 180",4712.551889417071
﻿Webb,-0.98,60.0,"Planetographic, +East, -180 - 180",2699.3846547577864
﻿Weber,50.06,-123.79,"Planetographic, +East, -180 - 180",4247.088460406376
﻿Wegener,45.21,-113.81,"Planetographic, +East, -180 - 180",4100.020210849251
﻿Weierstrass,-1.26,77.15,"Planetographic, +East, -180 - 180",2690.894116639025
﻿Weigel,-58.39,-39.34,"Planetographic, +East, -180 - 180",958.5211069073652
﻿Weinek,-27.57,37.06,"Planetographic, +East, -180 - 180",1893.086766979652
﻿Weiss,-31.76,-19.59,"Planetographic, +East, -180 - 180",1766.0319287024656
﻿Werner,-28.03,3.29,"Planetographic, +East, -180 - 180",1879.138025784543
﻿Wexler,-68.88,90.71,"Planetographic, +East, -180 - 180",640.4291609580371
﻿Weyl,15.97,-120.53,"Planetographic, +East, -180 - 180",3213.365444447121
﻿Whewell,4.16,13.73,"Planetographic, +East, -180 - 180",2855.246675937915
﻿Whipple,89.14,120.02,"Planetographic, +East, -180 - 180",5432.124994982154
﻿White,-44.8,-159.04,"Planetographic, +East, -180 - 180",1370.6154391715568
﻿Wichmann,-7.54,-38.13,"Planetographic, +East, -180 - 180",2500.4634759753662
﻿Widmannstatten,-6.09,85.43,"Planetographic, +East, -180 - 180",2544.432334090384
﻿Wiechert,-84.03,164.7,"Planetographic, +East, -180 - 180",181.03040203217253
﻿Wiener,40.9,146.51,"Planetographic, +East, -180 - 180",3969.3265705211675
﻿Wildt,9.02,75.83,"Planetographic, +East, -180 - 180",3002.6181589992816
﻿Wilhelm,-43.21,-20.94,"Planetographic, +East, -180 - 180",1418.8295663459542
﻿Wilkins,-29.58,19.58,"Planetographic, +East, -180 - 180",1832.136832627112
﻿Williams,42.02,37.31,"Planetographic, +East, -180 - 180",4003.2887229962143
﻿Wilsing,-20.97,-155.05,"Planetographic, +East, -180 - 180",2093.220879779039
﻿Wilson,-69.33,-42.83,"Planetographic, +East, -180 - 180",626.7836532671698
﻿Winkler,42.23,-178.81,"Planetographic, +East, -180 - 180",4009.6566265852853
﻿Winlock,35.4,-105.92,"Planetographic, +East, -180 - 180",3802.5481431883445
﻿Winthrop,-10.76,-44.46,"Planetographic, +East, -180 - 180",2402.8222876096047
﻿Wohler,-38.25,31.35,"Planetographic, +East, -180 - 180",1569.2333844497357
﻿Wolf,-22.79,-16.63,"Planetographic, +East, -180 - 180",2038.0323820070864
﻿Wollaston,30.6,-46.98,"Planetographic, +East, -180 - 180",3656.9960611524284
﻿Woltjer,44.87,-159.83,"Planetographic, +East, -180 - 180",4089.710271705041
﻿Wood,43.66,-121.83,"Planetographic, +East, -180 - 180",4053.01901769182
﻿Wright,-31.55,-86.74,"Planetographic, +East, -180 - 180",1772.3998322915375
﻿Wroblewski,-24.0,152.8,"Planetographic, +East, -180 - 180",2001.3411279938655
﻿Wrottesley,-23.9,56.62,"Planetographic, +East, -180 - 180",2004.373463036281
﻿Wurzelbauer,-34.04,-16.06,"Planetographic, +East, -180 - 180",1696.894689735405
﻿Wyld,-1.42,98.1,"Planetographic, +East, -180 - 180",2686.042380571161
﻿Xenophanes,57.49,-82.01,"Planetographic, +East, -180 - 180",4472.390954057807
﻿Xenophon,-22.79,122.05,"Planetographic, +East, -180 - 180",2038.0323820070864
﻿Xu Guangqi,43.06,-51.93,"Planetographic, +East, -180 - 180",4034.825007437331
﻿Yablochkov,60.78,127.58,"Planetographic, +East, -180 - 180",4572.154776953258
﻿Yakovkin,-54.42,-78.93,"Planetographic, +East, -180 - 180",1078.9048080912387
﻿Yamamoto,58.16,161.87,"Planetographic, +East, -180 - 180",4492.707598841987
﻿Yangel,16.96,4.69,"Planetographic, +East, -180 - 180",3243.3855613670285
﻿Yerkes,14.6,51.7,"Planetographic, +East, -180 - 180",3171.8224543660363
﻿Yoshi,24.56,10.99,"Planetographic, +East, -180 - 180",3473.8430245905647
﻿Young,-41.54,50.98,"Planetographic, +East, -180 - 180",1469.469561554284
﻿Zach,-60.92,5.25,"Planetographic, +East, -180 - 180",881.8030303342669
﻿Zagut,-31.94,21.89,"Planetographic, +East, -180 - 180",1760.573725626119
﻿Zahringer,5.51,40.21,"Planetographic, +East, -180 - 180",2896.183199010517
﻿Zanstra,2.93,124.69,"Planetographic, +East, -180 - 180",2817.9489549162113
﻿Zasyadko,3.96,94.19,"Planetographic, +East, -180 - 180",2849.1820058530852
﻿Zeeman,-75.07,-135.06,"Planetographic, +East, -180 - 180",452.72762183255196
﻿Zelinskiy,-28.74,166.86,"Planetographic, +East, -180 - 180",1857.6084469833975
﻿Zeno,45.15,72.98,"Planetographic, +East, -180 - 180",4098.200809823802
﻿Zernike,18.34,168.4,"Planetographic, +East, -180 - 180",3285.2317849523556
﻿Zhang Yuzhe,-69.07,-137.82,"Planetographic, +East, -180 - 180",634.6677243774491
﻿Zhinyu,-45.34,176.15,"Planetographic, +East, -180 - 180",1354.240829942516
﻿Zhiritskiy,-24.84,120.26,"Planetographic, +East, -180 - 180",1975.86951363758
﻿Zhukovskiy,7.55,-167.28,"Planetographic, +East, -180 - 180",2958.0428338757824
﻿Zinner,26.64,-58.86,"Planetographic, +East, -180 - 180",3536.9155934727955
﻿Zi Wei,44.12,-19.52,"Planetographic, +East, -180 - 180",4066.9677588869286
﻿Zollner,-7.97,18.9,"Planetographic, +East, -180 - 180",2487.4244352929823
﻿Zsigmondy,59.52,-105.3,"Planetographic, +East, -180 - 180",4533.947355418831
﻿Zucchius,-61.38,-50.65,"Planetographic, +East, -180 - 180",867.8542891391584
﻿Zupus,-17.18,-52.37,"Planetographic, +East, -180 - 180",2208.1463778865655
﻿Zwicky,-16.17,167.64,"Planetographic, +East, -180 - 180",2238.7729618149565
